gid	Domain	Real-domain	full-name	Organism-prefix	org-nicknames	gene-pattern	alt-gene-pattern	gene-prefix	Provisional	Circular	Complete	Host	Systematic-name	Lifestyle	Phylogeny	Taxonomy-ID	Contigs	Number-of-contigs	Total-length	GC%	Seed?
338101.2	Virus	Bacteriophage	Enterobacteria phage ID21	ID21	(ID21)	-	-	ID21-	-	T	@	Enterobacteriaceae	vB__M_ID21	-	-	-	DQ079870	1	6068	45.27	-
338112.2	Virus	Bacteriophage	Enterobacteria phage ID22	ID22	(ID22)	-	-	ID22-	-	T	@	Enterobacteriaceae	vB__M_ID22	-	-	-	DQ079881	1	5386	44.36	-
338102.2	Virus	Bacteriophage	Enterobacteria phage ID32	ID32	(ID32)	-	-	ID32-	-	T	@	Enterobacteriaceae	vB__M_ID32	-	-	-	DQ079871	1	6071	45.03	-
338113.2	Virus	Bacteriophage	Enterobacteria phage ID34	ID34	(ID34)	-	-	ID34-	-	T	@	Enterobacteriaceae	vB__M_ID34	-	-	-	DQ079882	1	5386	44.73	-
338134.2	Virus	Bacteriophage	Enterobacteria phage ID41	ID41	(ID41)	-	-	ID41-	-	T	@	Enterobacteriaceae	vB__M_ID41	-	-	-	DQ079903	1	5577	45.8	-
338114.2	Virus	Bacteriophage	Enterobacteria phage ID45	ID45	(ID45)	-	-	ID45-	-	T	@	Enterobacteriaceae	vB__M_ID45	-	-	-	DQ079883	1	5386	44.47	-
338108.2	Virus	Bacteriophage	Enterobacteria phage ID52	ID52	(ID52)	-	-	ID52-	-	T	@	Enterobacteriaceae	vB__M_ID52	-	-	-	DQ079877	1	5538	45.86	-
338107.2	Virus	Bacteriophage	Enterobacteria phage ID62	ID62	(ID62)	-	-	ID62-	-	T	@	Enterobacteriaceae	vB__M_ID62	-	-	-	DQ079876	1	6051	44.93	-
338129.2	Virus	Bacteriophage	Enterobacteria phage ID8	ID8	(ID8)	-	-	ID8-	-	T	@	Enterobacteriaceae	vB__M_ID8	-	-	-	DQ079898	1	5540	46.3	-
10868.1	Virus	Bacteriophage	Enterobacteria phage If1	If1	(If1)	If1p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__I_If1	-	-	-	NC_001954	1	8454	43.71	466755756
10867.1	Virus	Bacteriophage	Enterobacteria phage Ike	Ike	(Ike)	Ike_[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__I_Ike	Lytic	-	-	NC_002014	1	6883	40.55	2331488210
697227.5	Virus	Bacteriophage	Enterobacteria phage IME08	IME08	(IME08)	EME08_gp[0-9]+	-	-	-	T	@	Enterobacteria 	-	-	-	-	-	-	-	-	-
576790.2	Virus	Bacteriophage	Enterobacteria phage JS10	JS10	(JS10)	EpJS10_[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_JS10	Lytic	-	-	NC_012741	1	171451	39.52	-
293178.2	Virus	Bacteriophage	Enterobacteria phage JS98	JS98	(JS98)	EpJS98_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_JS98	Lytic	-	-	NC_010105	1	170523	39.51	-
576789.2	Virus	Bacteriophage	Enterobacteria phage JSE	JSE	(JSE)	EpJSE_[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_JSE	Lytic	-	-	NC_012740	1	166418	40.51	-
187764.2	Virus	Bacteriophage	Enterobacteria phage K1-5	K1-5	(K1-5)	EPKV1_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_K1-5	-	-	-	NC_008152	1	44385	45.25	-
344022.2	Virus	Bacteriophage	Enterobacteria phage K1E	K1E	(K1E)	Pk1Ep[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_K1E	-	-	-	NC_007637	1	45251	45.05	-
344021.6	Virus	Bacteriophage	Enterobacteria phage K1F	K1F	(K1F)	-	-	-	-	T	@	Enterobacteriaceae	vB__P_K1F	Lytic	-	-	AM084414	1	39699	49.78	-
12021.1	Virus	Bacteriophage	Enterobacteria phage KU1	KU1	(KU1)	KU1_[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__L_KU1	-	-	-	NC_002250	1	3486	46.53	1308776817
318593.2	Virus	Bacteriophage	Enterobacteria phage L17	Ent-L17	(Ent-L17)	-	([IVXL]+)$	-	-	T	@	Enterobacteriaceae	vB__T_L17	-	-	-	AY848684	1	14935	48.26	-
10870.1	Virus	Bacteriophage	Enterobacteria phage M13	Ent-M13	(Ent-M13)	M13p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__I_M13	-	-	-	NC_003287	1	6407	40.75	641157969
489779.2	Virus	Bacteriophage	Enterobacteria phage Min27	Min27	(Min27)	-	pMIN27_([0-9]+)	-	-	T	@	Enterobacteriaceae	vB__P_Min27	-	-	-	NC_010237	1	63395	49.5	-
329852.2	Virus	Bacteriophage	Enterobacteria phage MS2	MS2	(MS2)	MS2g[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__L_MS2	-	-	-	NC_001417	1	3569	52.12	-
10677.1	Virus	Bacteriophage	Enterobacteria phage Mu	Ent-Mu	(Ent-Mu)	Mup[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_Mu	Temperate	-	-	NC_000929	1	36717	52.05	3773893068
75723.1	Virus	Bacteriophage	Enterobacteria phage MX1	Ent-MX1	(Ent-MX1)	Ent-MX1[0-9]+	-	-	-	T	@	Enterobacteria 	-	-	-	-	-	-	-	-	-
10752.2	Virus	Bacteriophage	Enterobacteria phage N4	Ent-N4	(Ent-N4)	EPNV4_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_N4	Lytic	-	-	NC_008720	1	70153	41.3	-
338115.2	Virus	Bacteriophage	Enterobacteria phage NC1	NC1	(NC1)	-	-	NC1-	-	T	@	Enterobacteriaceae	vB__M_NC1	-	-	-	DQ079884	1	5386	44.84	-
338137.2	Virus	Bacteriophage	Enterobacteria phage NC10	NC10	(NC10)	-	-	NC10-	-	T	@	Enterobacteriaceae	vB__M_NC10	-	-	-	DQ079906	1	5529	46.14	-
338118.2	Virus	Bacteriophage	Enterobacteria phage NC11	NC11	(NC11)	-	-	NC11-	-	T	@	Enterobacteriaceae	vB__M_NC11	-	-	-	DQ079887	1	5386	45.08	-
338132.2	Virus	Bacteriophage	Enterobacteria phage NC13	NC13	(NC13)	-	-	NC13-	-	T	@	Enterobacteriaceae	vB__M_NC13	-	-	-	DQ079901	1	5577	46.08	-
338119.2	Virus	Bacteriophage	Enterobacteria phage NC16	NC16	(NC16)	-	-	NC16-	-	T	@	Enterobacteriaceae	vB__M_NC16	-	-	-	DQ079888	1	5386	44.45	-
338133.2	Virus	Bacteriophage	Enterobacteria phage NC19	NC19	(NC19)	-	-	NC19-	-	T	@	Enterobacteriaceae	vB__M_NC19	-	-	-	DQ079902	1	5577	45.81	-
338131.2	Virus	Bacteriophage	Enterobacteria phage NC2	NC2	(NC2)	-	-	NC2-	-	T	@	Enterobacteriaceae	vB__M_NC2	-	-	-	DQ079900	1	5577	46.28	-
338106.2	Virus	Bacteriophage	Enterobacteria phage NC28	NC28	(NC28)	-	-	NC28-	-	T	@	Enterobacteriaceae	vB__M_NC28	-	-	-	DQ079875	1	6065	44.83	-
338110.2	Virus	Bacteriophage	Enterobacteria phage NC29	NC29	(NC29)	-	-	NC29-	-	T	@	Enterobacteriaceae	vB__M_NC29	-	-	-	DQ079879	1	6259	44.35	-
338109.2	Virus	Bacteriophage	Enterobacteria phage NC3	NC3	(NC3)	-	-	NC3-	-	T	@	Enterobacteriaceae	vB__M_NC3	-	-	-	DQ079878	1	6097	45.09	-
338103.2	Virus	Bacteriophage	Enterobacteria phage NC35	NC35	(NC35)	-	-	NC35-	-	T	@	Enterobacteriaceae	vB__M_NC35	-	-	-	DQ079872	1	6039	44.73	-
338120.2	Virus	Bacteriophage	Enterobacteria phage NC37	NC37	(NC37)	-	-	NC37-	-	T	@	Enterobacteriaceae	vB__M_NC37	-	-	-	DQ079889	1	5386	44.5	-
338121.2	Virus	Bacteriophage	Enterobacteria phage NC41	NC41	(NC41)	-	-	NC41-	-	T	@	Enterobacteriaceae	vB__M_NC41	-	-	-	DQ079890	1	5386	44.58	-
338116.2	Virus	Bacteriophage	Enterobacteria phage NC5	NC5	(NC5)	-	-	NC5-	-	T	@	Enterobacteriaceae	vB__M_NC5	-	-	-	DQ079885	1	5386	44.49	-
338122.2	Virus	Bacteriophage	Enterobacteria phage NC51	NC51	(NC51)	-	-	NC51-	-	T	@	Enterobacteriaceae	vB__M_NC51	-	-	-	DQ079891	1	5386	44.39	-
338123.2	Virus	Bacteriophage	Enterobacteria phage NC56	NC56	(NC56)	-	-	NC56-	-	T	@	Enterobacteriaceae	vB__M_NC56	-	-	-	DQ079892	1	5386	44.37	-
338138.2	Virus	Bacteriophage	Enterobacteria phage NC6	NC6	(NC6)	-	-	NC6-	-	T	@	Enterobacteriaceae	vB__M_NC6	-	-	-	DQ079907	1	5529	45.79	-
338117.2	Virus	Bacteriophage	Enterobacteria phage NC7	NC7	(NC7)	-	-	NC7-	-	T	@	Enterobacteriaceae	vB__M_NC7	-	-	-	DQ079886	1	5386	44.88	-
75725.1	Virus	Bacteriophage	Enterobacteria phage NL95	NL95	(NL95)	NL95p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__L_phage NL95	-	-	-	NC_001891	1	4248	50.82	526837444
10678.1	Virus	Bacteriophage	Enterobacteria phage P1	Ent-P1	(Ent-P1)	-	-	-	-	T	@	Enterobacteriaceae	vB__M_P1	-	-	-	NC_005856	1	94800	47.31	3413458009
10679.1	Virus	Bacteriophage	Enterobacteria phage P2	Ent-P2	(Ent-P2)	P2p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_P2	Temperate	-	-	NC_001895	1	33593	50.17	2702211267
10754.1	Virus	Bacteriophage	Enterobacteria phage P22	Ent-P22	(Ent-P22)	P22p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_P22	Temperate	-	-	NC_002371	1	41724	47.08	2107266145
10682.2	Virus	Bacteriophage	Enterobacteria phage P7	Ent-P7	(Ent-P7)	-	-	-	-	T	@	Enterobacteriaceae	vB__M_P7	Temperate	-	-	AF503408	1	101660	47.41	-
448384.2	Virus	Bacteriophage	Enterobacteria phage Phi1	Phi1	(Phi1)	phi1p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_Phi1	Lytic	-	-	NC_009821	1	164270	40.5	-
490103.2	Virus	Bacteriophage	Enterobacteria phage phiEco32	phiEco32	(phiEco32)	phi32_[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_phiEco32	-	-	-	NC_010324	1	77554	42.27	-
451705.2	Virus	Bacteriophage	Enterobacteria phage phiEcoM-GJ1	PhiEcoM-GJ1	(PhiEcoM-GJ1)	phiEcoMGJ1_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_PhiEcoM-GJ1	-	-	-	NC_010106	1	52975	44.02	-
343516.2	Virus	Bacteriophage	Enterobacteria phage phiV10	phiV10	(phiV10)	PhiV10p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_phiV10	-	-	-	NC_007804	1	39104	48.97	-
318594.2	Virus	Bacteriophage	Enterobacteria phage PR3	PR3	(PR3)	-	([IVXL]+)$	-	-	T	@	Enterobacteriaceae	vB__T_PR3	-	-	-	AY848685	1	14937	48.23	-
318595.2	Virus	Bacteriophage	Enterobacteria phage PR4	PR4	(PR4)	-	([IVXL]+)$	-	-	T	@	Enterobacteriaceae	vB__T_PR4	-	-	-	AY848686	1	14954	48.32	-
318596.2	Virus	Bacteriophage	Enterobacteria phage PR5	PR5	(PR5)	-	([IVXL]+)$	-	-	T	@	Enterobacteriaceae	vB__T_PR5	-	-	-	AY848687	1	14939	48.18	-
261665.2	Virus	Bacteriophage	Enterobacteria phage PR772	PR772	(PR772)	-	([IVXL]+)$	-	-	T	@	Enterobacteriaceae	vB__T_PR772	-	-	-	AY848688	1	14942	48.35	-
10658.1	Virus	Bacteriophage	Enterobacteria phage PRD1	PRD1	(PRD1)	PRD1_[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__T_PRD1	Lytic	-	-	NC_001421	1	14925	48.09	362561270
39803.2	Virus	Bacteriophage	Enterobacteria phage Qbeta	Qbeta	(Qbeta)	MX1p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__L_Qbeta	-	-	-	NC_001890	1	4215	48.54	-
197310.2	Virus	Bacteriophage	Enterobacteria phage RB14	RB14	(RB14)	-	RB14ORF([0-9]+)	-	-	T	@	Enterobacteriaceae	vB__M_RB14	Lytic	-	-	NC_012638	1	165429	35.32	-
329381.8	Virus	Bacteriophage	Enterobacteria phage RB16	RB16	(RB16)	RB16p[0-9]+	-	-	-	T	@	Enterobacteria 	-	-	-	-	-	-	-	-	-
45406.2	Virus	Bacteriophage	Enterobacteria phage RB32	RB32	(RB32)	-	RB32ORF([0-9]+cw?)	-	-	T	@	Enterobacteriaceae	vB__M_RB32	Lytic	-	-	NC_008515	1	165890	35.34	-
115991.5	Virus	Bacteriophage	Enterobacteria phage RB43	RB43	(RB43)	-	RB43ORF([0-9]+[cw]?)	-	-	T	@	Enterobacteria 	-	-	-	-	-	-	-	-	-
10693.2	Virus	Bacteriophage	Enterobacteria phage RB51	RB51	(RB51)	-	RB51ORF([0-9]+}	-	-	T	@	Enterobacteriaceae	vB__M_RB51	Lytic	-	-	NC_012635	1	168394	35.25	-
12353.1	Virus	Bacteriophage	Enterobacteria phage RB69	RB69	(RB69)	RB69p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_RB69	Lytic	-	-	NC_004928	1	167560	37.66	1176018805
355246.2	Virus	Bacteriophage	Enterobacteria phage RTP	RTP	(RTP)	rtp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__S_RTP	Lytic	-	-	NC_007603	1	46219	44.28	-
10844.1	Virus	Bacteriophage	Enterobacteria phage S13	Ent-S13	(Ent-S13)	S13_[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_S13	-	-	-	NC_001424	1	5386	44.34	112634282
10761.1	Virus	Bacteriophage	Enterobacteria phage Sf6	Sf6	(Sf6)	-	"^[0-9]{1,3}$"	-	-	T	@	Enterobacteriaceae	vB__P_Sf6	Temperate	-	-	NC_005344	1	39043	47.47	1627824072
194966.1	Virus	Bacteriophage	Enterobacteria phage SP6	SP6	(SP6)	Sp6p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_SP6	Lytic	-	-	NC_004831	1	43769	47.23	1733028046
624134.2	Virus	Bacteriophage	Enterobacteria phage SSL-2009a	SSL-2009a	(SSL-2009a)	EpSSL_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB___SSL-2009a	-	-	-	NC_012223	1	39792	54.72	-
10845.2	Virus	Bacteriophage	Enterobacteria phage St-1	St-1	(St-1)	St-1_gp[0-9]+	-	St-1-	-	T	@	Enterobacteriaceae	vB__M_St-1	-	-	-	NC_012868	1	6094	45.21	-
12355.1	Virus	Bacteriophage	Enterobacteria phage T1	Ent-T1	(Ent-T1)	-	"^[0-9]{1,3}$"	-	-	T	@	Enterobacteriaceae	vB__S_T1	Lytic	-	-	NC_005833	1	48836	45.55	3642085307
10665.1	Virus	Bacteriophage	Enterobacteria phage T4	Ent-T4	(Ent-T4)	T4p[0-9]+	-	T4-	-	T	@	Enterobacteriaceae	vB__M_T4	Lytic	-	-	NC_000866	1	168903	35.3	1434156587
10760.1	Virus	Bacteriophage	Enterobacteria phage T7	Ent-T7	(Ent-T7)	T7p[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_T7	Lytic	-	-	NC_001604	1	39937	48.4	628800481
245685.2	Virus	Bacteriophage	Enterobacteria phage TLS	TLS	(TLS)	PTLS_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__S_TLS	-	-	-	NC_009540	1	49902	42.68	-
700939.3	Virus	Bacteriophage	Enterobacteria phage vB_EcoM-VR7	vB_EcoM-VR7	(vB_EcoM-VR7)	VR7_gp[0-9]+	-	-	-	T	@	Enterobacteria 	-	-	-	-	-	-	-	-	-
338125.2	Virus	Bacteriophage	Enterobacteria phage WA10	WA10	(WA10)	-	-	WA10-	-	T	@	Enterobacteriaceae	vB__M_WA10	-	-	-	DQ079894	1	5386	44.73	-
338126.2	Virus	Bacteriophage	Enterobacteria phage WA11	WA11	(WA11)	-	-	WA11-	-	T	@	Enterobacteriaceae	vB__M_WA11	-	-	-	DQ079895	1	5387	44.55	-
489828.2	Virus	Bacteriophage	Enterobacteria phage WA13 sensu lato	WA13	(WA13)	CWV13_gp[0-9]+	-	WA13_sensu_lato-	-	T	@	Enterobacteriaceae	vB__M_WA13_sensu_lato	-	-	-	NC_007821	1	6068	44.83	-
338140.2	Virus	Bacteriophage	Enterobacteria phage WA14	WA14	(WA14)	-	-	WA14-	-	T	@	Enterobacteriaceae	vB__M_WA14	-	-	-	DQ079909	1	5486	45.08	-
338127.2	Virus	Bacteriophage	Enterobacteria phage WA2	WA2	(WA2)	-	-	WA2-	-	T	@	Enterobacteriaceae	vB__M_WA2	-	-	-	DQ079896	1	5540	46.08	-
338128.2	Virus	Bacteriophage	Enterobacteria phage WA3	WA3	(WA3)	-	-	WA3-	-	T	@	Enterobacteriaceae	vB__M_WA3	-	-	-	DQ079897	1	5540	46.03	-
338124.2	Virus	Bacteriophage	Enterobacteria phage WA4	WA4	(WA4)	-	-	WA4-	-	T	@	Enterobacteriaceae	vB__M_WA4	-	-	-	DQ079893	1	5386	44.54	-
338105.2	Virus	Bacteriophage	Enterobacteria phage WA45	WA45	(WA45)	-	-	WA45-	-	T	@	Enterobacteriaceae	vB__M_WA45	-	-	-	DQ079874	1	6068	44.94	-
338130.2	Virus	Bacteriophage	Enterobacteria phage WA5	WA5	(WA5)	-	-	WA5-	-	T	@	Enterobacteriaceae	vB__M_WA5	-	-	-	DQ079899	1	5577	45.96	-
338135.2	Virus	Bacteriophage	Enterobacteria phage WA6	WA6	(WA6)	-	-	WA6-	-	T	@	Enterobacteriaceae	vB__M_WA6	-	-	-	DQ079904	1	5529	46.46	-
576791.2	Virus	Bacteriophage	Enterobacteria phage WV8	WV8	(WV8)	WV8_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__M_WV8	-	-	-	NC_012749	1	88487	38.89	-
564886.2	Virus	Bacteriophage	Enterobacteria phage YYZ-2008	YYZ-2008	(YYZ-2008)	YYZ_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB___YYZ-2008	-	-	-	NC_011356	1	54896	51.11	-
563769.2	Virus	Bacteriophage	Enterobacteria Stx2-converting phage 1717	Ent-1717	(Ent-1717)	Stx2-1717_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__S_1717	Temperate	-	-	NC_011357	1	62147	50.91	-
379329.2	Virus	Bacteriophage	Enterobacteria Stx2-converting phage 86	Ent-86	(Ent-86)	Stx2-86_gp[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__S_86	-	-	-	NC_008464	1	60238	49.07	-
627087.2	Virus	Bacteriophage	Enterococcus phage EFAP-1	EFAP-1	(EFAP-1)	EFAP1_gp[0-9]+	-	-	-	T	@	Enterococcus 	vB_E_S_EFAP-1	-	-	-	NC_012419	1	21115	36.72	-
663241.2	Virus	Bacteriophage	Enterococcus phage phiEf11	phiEf11	(phiEf11)	PHIEF11_[0-9]+	-	-	-	T	@	Enterococcus 	-	-	-	-	-	-	-	-	-
442493.2	Virus	Bacteriophage	Enterococcus phage phiEF24C	phiEF24C	(phiEF24C)	EFP_gp[0-9]+	-	-	-	T	@	Enterococcus 	vB_E_M_phiEF24C	-	-	-	NC_009904	1	142072	35.74	-
673832.2	Virus	Bacteriophage	Enterococcus phage phiFL1A	phiFL1A	(phiFL1A)	EP-phiFL1Ap[0-9]+	-	-	-	T	@	Enterococcus 	-	-	-	-	-	-	-	-	-
673835.2	Virus	Bacteriophage	Enterococcus phage phiFL2A	phiFL2A	(phiFL2A)	EP-phiFL2A_gp[0-9]+	-	-	-	T	@	Enterococcus 	-	-	-	-	-	-	-	-	-
673837.2	Virus	Bacteriophage	Enterococcus phage phiFL3A	phiFL3A	(phiFL3A)	EP-phiFL3A_gp[0-9]+	-	-	-	T	@	Enterococcus 	-	-	-	-	-	-	-	-	-
673839.2	Virus	Bacteriophage	Enterococcus phage phiFL4A	phiFL4A	(phiFL4A)	EP-phiFL1A_gp[0-9]+	-	-	-	T	@	Enterococcus 	-	-	-	-	-	-	-	-	-
418443.2	Virus	Bacteriophage	Erwinia phage Era103	Era103	(Era103)	Era103g[0-9]+	-	-	-	T	@	Enterobacteriaceae	vB__P_Era103	-	-	-	NC_009014	1	45445	49.84	-
557393.2	Virus	Bacteriophage	Erwinia phage phiEa21-4	phiEa21-4	(phiEa21-4)	Ea21-4_gp[0-9]+	-	-	-	T	@	Erwinia  	vB_E_M_phiEa21-4	-	-	-	NC_011811	1	84576	43.81	-
10849.1	Virus	Bacteriophage	Escherichia alpha3	Esc-alpha3	(Esc-alpha3)	alpha3p[0-9]+	-	-	-	T	@	Escherichia coli	vB_ECo_M_alpha3	-	-	-	NC_001330	1	6087	45.18	2586483775
310953.3	Virus	Bacteriophage	Escherichia ID11	ID11	(ID11)	-	-	-	-	T	@	Escherichia coli	vB_ECo_M_ID11	-	-	-	NC_006954	1	5577	45.94	2669119358
10730.1	Virus	Bacteriophage	Escherichia phage 933W	933W	(933W)	933Wp[0-9]+	-	933W-	-	T	@	Escherichia coli O157:H7	vB_ECo_S_933W	Temperate	-	-	NC_000924	1	61670	49.37	3175470846
665033.2	Virus	Bacteriophage	Escherichia phage D108	Ent-D108	(Ent-D108)	EP-D108_gp[0-9]+	-	-	-	T	@	Escherichia 	-	-	-	-	-	-	-	-	-
155148.1	Virus	Bacteriophage	Escherichia phage HK620	HK620	(HK620)	HK620p[0-9]+	-	HK620-	-	T	@	Escherichia coli	vB_ECo_P_HK620	Temperate	-	-	NC_002730	1	38297	46.69	2372247095
37554.1	Virus	Bacteriophage	Escherichia phage HK97	HK97	(HK97)	HK97p[0-9]+	-	HK97-	-	T	@	Escherichia coli	vB_ECo_S_HK97	Temperate	-	-	NC_002167	1	39732	49.79	1453139952
337828.3	Virus	Bacteriophage	Escherichia phage JK06	JK06	(JK06)	-	JK_([0-9]+)	JK06-	-	T	@	Escherichia coli O157:H7	vB_ECo_S_JK06	-	-	-	NC_007291	1	46072	44	3826144231
10710.1	Virus	Bacteriophage	Escherichia phage lambda	e-lambda	(e-lambda)	lambdap[0-9]+	-	lambda-	-	T	@	Escherichia coli	vB_ECo_S_lambda	Temperate	-	-	NC_001416	1	48502	49.86	1557947976
74336.1	Virus	Bacteriophage	Escherichia phage M11	M11	(M11)	M11p[0-9]+	-	M11-	-	T	@	Escherichia coli	vB_ECo_L_M11	-	-	-	NC_004304	1	4217	48.73	1676854900
40631.1	Virus	Bacteriophage	Escherichia phage N15	N15	(N15)	N15p[0-9]+	-	N15-	-	T	@	Escherichia coli	vB_ECo_S_N15	Temperate	-	-	NC_001901	1	46375	51.17	1554701811
103807.1	Virus	Bacteriophage	Escherichia phage P27	P27	(P27)	P27p[0-9]+	-	P27-	-	T	@	Escherichia coli	vB_ECo_S_P27	Temperate	-	-	NC_003356	1	42575	49.35	2254336750
10680.1	Virus	Bacteriophage	Escherichia phage P4	Phi-P4	(Phi-P4)	P4p[0-9]+	-	Phi-P4-	-	T	@	Escherichia coli	vB_ECo_M_P4	Temperate	-	-	NC_001609	1	11624	49.53	1948737816
196242.1	Virus	Bacteriophage	Escherichia phage phi 4795	phi-4795	(phi-4795)	phi4795p[0-9]+	-	-	-	T	@	Escherichia coli	vB_ECo_S_phi 4795	Temperate	-	-	NC_004813	1	57930	50.61	3859542424
399183.2	Virus	Bacteriophage	Escherichia phage rv5	rv5	(rv5)	rv5_gp[0-9]+	-	-	-	T	@	Escherichia coli	vB_ECo_M_rv5	-	-	-	NC_011041	1	137947	43.56	-
10759.1	Virus	Bacteriophage	Escherichia phage T3	Phi-T3	(Phi-T3)	T3p[0-9]+	-	Phi-T3-	-	T	@	Escherichia coli	vB_ECo_P_T3	Lytic	-	-	NC_003298	1	38208	49.9	3900794529
10726.1	Virus	Bacteriophage	Escherichia phage T5	Phi-T5	(Phi-T5)	-	-	Phi-T5-	-	T	@	Escherichia coli	vB_ECo_S_T5	Lytic	-	-	NC_005859	1	121750	39.27	2782182500
97081.1	Virus	Bacteriophage	Escherichia phage VT2-Sa	VT2-Sa	(VT2-Sa)	VT2-Sap[0-9]+	-	VT2-Sa-	-	T	@	Escherichia coli O157:H7	vB_ECo_S_VT2-Sa	Temperate	-	-	NC_000902	1	60942	49.91	2270618661
103216.1	Virus	Bacteriophage	Escherichia phage WPhi	WPhi	(WPhi)	WPhip[0-9]+	-	WPhi-	-	T	@	Escherichia coli	vB_ECo_M_WPhi	Temperate	-	-	NC_005056	1	32684	51.72	3125163332
10848.1	Virus	Bacteriophage	Escherichia phiK	phiK	(phiK)	phiKp[0-9]+	-	-	-	T	@	Escherichia coli	vB_ECo_M_phiK	-	-	-	NC_001730	1	6089	44.92	472739150
10847.1	Virus	Bacteriophage	Escherichia phiX174	phiX174	(phiX174)	phiX174p[0-9]+	-	-	-	T	@	Escherichia coli	vB_ECo_M_phiX174	-	-	-	NC_001422	1	5386	44.76	1316110235
194948.1	Virus	Bacteriophage	Escherichia Stx1 converting phage	Stx1	(Stx1)	Stx1p[0-9]+	-	Stx1-	-	T	@	Escherichia coli	vB_ECo_S_Stx1	Temperate	-	-	NC_004913	1	59866	49.69	3112794977
180816.1	Virus	Bacteriophage	Escherichia Stx2 converting phage I	Stx2_I	(Stx2_I)	Stx2Ip[0-9]+	-	Stx2_I-	-	T	@	Escherichia coli	vB_ECo_S_Stx2_I	Temperate	-	-	NC_003525	1	61765	49.39	4141339327
194949.1	Virus	Bacteriophage	Escherichia Stx2 converting phage II	Stx2_II	(Stx2_II)	Stx2IIp[0-9]+	-	Stx2_II-	-	T	@	Escherichia coli	vB_ECo_S_Stx2_II	Temperate	-	-	NC_004914	1	62706	49.9	1939662193
294631.3	Virus	Bacteriophage	Flavobacterium phage 11b	Fla-11b	(Fla-11b)	PHG11b_[0-9]+	-	11b-	-	T	@	Flavobacterium 	vB_F_S_11b	-	-	-	NC_006356	1	36107	30.6	131930356
447909.2	Virus	Bacteriophage	Geobacillus phage E2	Geo-E2	(Geo-E2)	GBVE2_gp[0-9]+	-	-	-	T	@	Geobacillus  	vB_G__virus_E2	-	-	-	NC_009552	1	40863	44.79	-
365048.2	Virus	Bacteriophage	Geobacillus phage GBSV1	GBSV1	(GBSV1)	GPGV1_gp[0-9]+	-	-	-	T	@	Geobacillus 	vB_G__GBSV1	-	-	-	NC_008376	1	34683	44.38	-
10690.1	Virus	Bacteriophage	Haemophilus phage HP1	HP1	(HP1)	HP1p[0-9]+	-	-	-	T	@	Haemophilus 	vB_H_M_HP1	Temperate	-	-	NC_001697	1	32355	40.01	3010969572
157239.1	Virus	Bacteriophage	Haemophilus phage HP2	HP2	(HP2)	HP2p[0-9]+	-	-	-	T	@	Haemophilus 	vB_H_M_HP2	Temperate	-	-	NC_003315	1	31508	39.94	2592571101
499235.2	Virus	Bacteriophage	Halomonas phage phiHAP-1	phiHAP-1	(phiHAP-1)	HAPgp[0-9]+	-	-	-	T	@	Halomonas  	vB_H_M_phiHAP-1	-	-	-	NC_010342	1	39245	58.98	-
551895.2	Virus	Bacteriophage	Iodobacter phage phiPLPE	phiPLPE	(phiPLPE)	phiPLPE_[0-9]+	-	phiPLPE-	-	T	@	Iodobacter  	vB_I_M_phiPLPE	-	-	-	NC_011142	1	47453	46.1	-
